Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_USMFv2,residual_USMFv2
sn1999ac,0.01006,33.326159,0.174566,33.402708,-0.076549014,33.541934,-0.21577532
sn2004s,0.010291,33.372062,0.173593,33.452399,-0.080337047,33.59148,-0.21941827
sn1997do,0.01055,33.493014,0.17309,33.506814,-0.013799815,33.645732,-0.15271844
sn2002dp,0.010888,33.645204,0.169021,33.575867,0.069336971,33.714573,-0.069369582
sn2006bh,0.011184,33.669922,0.166533,33.634615,0.035307646,33.773136,-0.1032133
sn2005al,0.012317,34.294158,0.16145,33.846077,0.44808096,33.983888,0.31026948
sn2001ep,0.013324,33.906604,0.158624,34.018431,-0.11182738,34.155614,-0.24900958
sn1999dq,0.013533,33.720058,0.158393,34.052583,-0.33252469,34.189634,-0.46957644
sn2002ha,0.013652,34.091038,0.157774,34.071795,0.019242982,34.208773,-0.11773451
sn2001bt,0.014151,33.956815,0.157186,34.150594,-0.19377826,34.28726,-0.33044458
sn1997e,0.014256,34.107223,0.1564,34.166824,-0.059601421,34.303425,-0.1962023
sn1992al,0.014411,34.087975,0.156643,34.190568,-0.10259315,34.327073,-0.23909745
sn1999dk,0.01444,33.987297,0.157099,34.194983,-0.20768526,34.331469,-0.34417149
sn2005bo,0.014467,34.138903,0.154784,34.199085,-0.06018161,34.335554,-0.19665102
sn2001fe,0.014575,34.270406,0.155333,34.215418,0.054988607,34.35182,-0.081413533
sn2006n,0.0147,34.33758,0.155008,34.234173,0.10340737,34.370497,-0.032916925
sn2005kc,0.01496,34.231351,0.153548,34.272683,-0.041331973,34.408846,-0.17749442
sn2005el,0.015154,34.357711,0.153758,34.30099,0.056721416,34.437031,-0.079320321
sn2004eo,0.015469,34.072352,0.153515,34.346196,-0.27384429,34.482042,-0.40969012
sn2001en,0.015482,34.246778,0.154168,34.348042,-0.10126397,34.48388,-0.23710172
sn2001cn,0.015487,34.107353,0.153742,34.348752,-0.24139921,34.484587,-0.37723385
sn2001bf,0.015504,34.190252,0.153374,34.351163,-0.1609108,34.486987,-0.29673487
